device_id,name,group,timestamp,true_value,historical,knn,combined,timesfm
27,2029 (SM4),C-ShortHistory,10-11-2021 18:00,61.0,57.5,63.0,62.270986745213555,61
27,2029 (SM4),C-ShortHistory,21-10-2021 08:00,57.0,58.0,60.0,59.371534195933464,57
27,2029 (SM4),C-ShortHistory,08-10-2021 23:00,54.0,53.0,55.0,53.827552515876896,54
27,2029 (SM4),C-ShortHistory,02-10-2021 02:00,50.0,47.0,51.5,51.135463546354636,52
27,2029 (SM4),C-ShortHistory,27-09-2021 02:00,47.0,49.0,47.0,47.29479558413199,47
27,2029 (SM4),C-ShortHistory,15-10-2021 00:00,53.0,51.0,54.0,52.18583459892309,52
27,2029 (SM4),C-ShortHistory,18-10-2021 14:00,61.0,57.5,61.0,58.4514563106796,61
27,2029 (SM4),C-ShortHistory,04-11-2021 01:00,47.0,50.5,48.0,48.19548218940052,49
27,2029 (SM4),C-ShortHistory,12-09-2021 03:00,51.0,48.5,52.0,51.761609907120736,52
27,2029 (SM4),C-ShortHistory,03-10-2021 03:00,50.0,48.0,52.0,51.6600566572238,50
27,2029 (SM4),C-ShortHistory,19-09-2021 22:00,55.0,53.5,53.0,53.38596940408372,54
27,2029 (SM4),C-ShortHistory,09-10-2021 10:00,55.0,57.0,57.0,57.0,55
27,2029 (SM4),C-ShortHistory,22-10-2021 11:00,63.0,59.5,64.0,61.572404253479725,64
27,2029 (SM4),C-ShortHistory,22-09-2021 14:00,56.0,59.0,57.5,57.64818880351262,56
27,2029 (SM4),C-ShortHistory,11-10-2021 06:00,52.0,52.0,55.0,53.59205776173286,51
27,2029 (SM4),C-ShortHistory,20-10-2021 02:00,50.0,50.0,50.0,50.0,50
27,2029 (SM4),C-ShortHistory,06-10-2021 19:00,60.0,55.0,62.0,56.31249999999999,58
27,2029 (SM4),C-ShortHistory,25-10-2021 22:00,52.0,57.0,53.0,53.62912621359223,53
27,2029 (SM4),C-ShortHistory,03-09-2021 08:00,69.0,60.5,60.0,60.43460207612456,
27,2029 (SM4),C-ShortHistory,02-10-2021 07:00,51.0,55.0,51.5,52.429374884750146,52
27,2029 (SM4),C-ShortHistory,24-09-2021 06:00,57.0,51.0,57.0,53.200678829019935,57
27,2029 (SM4),C-ShortHistory,07-10-2021 20:00,54.0,54.5,56.0,55.50526797984425,55
27,2029 (SM4),C-ShortHistory,28-10-2021 19:00,59.0,58.5,62.0,61.75371383893667,59
27,2029 (SM4),C-ShortHistory,09-10-2021 02:00,51.0,49.0,53.0,51.01003709360681,50
27,2029 (SM4),C-ShortHistory,03-10-2021 05:00,51.0,50.5,51.0,50.68908719462021,51
27,2029 (SM4),C-ShortHistory,31-10-2021 03:00,51.0,50.0,53.0,52.47308567096285,48
27,2029 (SM4),C-ShortHistory,04-09-2021 00:00,61.0,61.0,56.0,60.260162601626014,62
27,2029 (SM4),C-ShortHistory,30-10-2021 12:00,56.0,56.5,59.0,58.37976212599888,56
27,2029 (SM4),C-ShortHistory,30-10-2021 04:00,49.0,49.0,50.0,49.857372080584774,48
27,2029 (SM4),C-ShortHistory,15-09-2021 12:00,58.0,58.0,58.0,58.0,60
27,2029 (SM4),C-ShortHistory,23-09-2021 01:00,46.0,49.5,48.0,48.1027397260274,48
27,2029 (SM4),C-ShortHistory,11-10-2021 13:00,58.0,58.5,59.0,58.657095065514355,58
27,2029 (SM4),C-ShortHistory,05-11-2021 07:00,58.0,55.0,60.0,59.044585987261144,59
27,2029 (SM4),C-ShortHistory,11-11-2021 00:00,55.0,51.0,52.0,51.60356484326983,57
27,2029 (SM4),C-ShortHistory,11-09-2021 17:00,56.0,60.0,57.0,57.61958184599694,56
27,2029 (SM4),C-ShortHistory,07-09-2021 07:00,56.0,56.0,58.0,57.94575045207957,55
27,2029 (SM4),C-ShortHistory,24-10-2021 00:00,56.0,55.0,57.0,56.46768060836502,55
27,2029 (SM4),C-ShortHistory,08-11-2021 04:00,67.0,49.0,68.0,49.73602656336469,62
27,2029 (SM4),C-ShortHistory,25-10-2021 17:00,56.0,59.0,58.0,58.16385152220087,57
27,2029 (SM4),C-ShortHistory,25-09-2021 03:00,51.0,48.5,53.0,52.06382432258893,51
27,2029 (SM4),C-ShortHistory,23-10-2021 03:00,61.0,51.5,61.0,58.49033082395193,59
27,2029 (SM4),C-ShortHistory,03-09-2021 12:00,63.0,62.0,59.0,61.69417475728156,
27,2029 (SM4),C-ShortHistory,21-10-2021 19:00,63.0,55.0,65.0,64.01913296197627,59
27,2029 (SM4),C-ShortHistory,23-09-2021 00:00,50.0,51.0,50.5,50.536376374218584,49
27,2029 (SM4),C-ShortHistory,06-09-2021 00:00,49.0,61.0,49.0,51.148337595907925,51
27,2029 (SM4),C-ShortHistory,18-10-2021 09:00,62.0,56.5,63.0,59.33177351427234,62
27,2029 (SM4),C-ShortHistory,27-09-2021 01:00,48.0,50.0,48.0,48.21313723046242,48
27,2029 (SM4),C-ShortHistory,31-10-2021 18:00,54.0,58.5,57.0,57.20062145366117,54
27,2029 (SM4),C-ShortHistory,05-11-2021 08:00,61.0,57.0,62.0,60.943661971830984,60
27,2029 (SM4),C-ShortHistory,15-10-2021 06:00,55.0,51.5,58.0,52.64462265187301,55
27,2029 (SM4),C-ShortHistory,12-09-2021 05:00,50.0,50.5,52.0,51.88617200674536,50
27,2029 (SM4),C-ShortHistory,08-11-2021 10:00,63.0,57.0,65.0,62.68938434253864,68
27,2029 (SM4),C-ShortHistory,23-09-2021 10:00,56.0,57.5,58.0,57.95140388768898,56
27,2029 (SM4),C-ShortHistory,25-09-2021 13:00,58.0,57.5,61.0,59.8216957605985,60
27,2029 (SM4),C-ShortHistory,19-10-2021 08:00,58.0,57.0,58.0,57.665026495079495,57
27,2029 (SM4),C-ShortHistory,07-10-2021 03:00,48.0,48.5,50.0,49.070247933884296,48
27,2029 (SM4),C-ShortHistory,25-09-2021 06:00,51.0,51.0,54.0,53.4542447629548,52
27,2029 (SM4),C-ShortHistory,10-10-2021 02:00,52.0,50.0,54.0,52.15384615384615,51
27,2029 (SM4),C-ShortHistory,28-10-2021 09:00,57.0,58.0,59.0,58.94055482166446,58
27,2029 (SM4),C-ShortHistory,29-09-2021 01:00,48.0,49.0,48.0,48.12844139790987,48
27,2029 (SM4),C-ShortHistory,02-11-2021 04:00,49.0,49.0,48.0,48.06306937631395,48
27,2029 (SM4),C-ShortHistory,07-10-2021 23:00,52.0,53.0,53.0,52.99999999999999,52
27,2029 (SM4),C-ShortHistory,31-10-2021 07:00,53.0,55.0,55.0,55.0,53
27,2029 (SM4),C-ShortHistory,10-09-2021 08:00,58.0,58.0,61.0,60.59853345554537,58
27,2029 (SM4),C-ShortHistory,13-09-2021 01:00,48.0,50.0,49.0,49.05792861322411,49
27,2029 (SM4),C-ShortHistory,08-11-2021 06:00,63.0,52.0,67.0,54.09163346613546,63
27,2029 (SM4),C-ShortHistory,03-09-2021 01:00,60.0,60.0,53.0,55.626446280991736,
27,2029 (SM4),C-ShortHistory,07-09-2021 10:00,57.0,57.5,59.0,58.74271012006861,58
27,2029 (SM4),C-ShortHistory,20-09-2021 05:00,51.0,50.0,51.0,50.510082890016086,51
27,2029 (SM4),C-ShortHistory,26-10-2021 02:00,47.0,54.0,48.0,49.02470930232558,46
27,2029 (SM4),C-ShortHistory,10-09-2021 06:00,55.0,53.0,56.0,54.450791200308764,54
27,2029 (SM4),C-ShortHistory,07-09-2021 13:00,58.0,60.0,59.0,59.2273803884415,58
27,2029 (SM4),C-ShortHistory,23-10-2021 18:00,64.0,57.0,60.0,58.12009452274453,65
27,2029 (SM4),C-ShortHistory,17-09-2021 10:00,57.0,57.0,59.0,57.974358974358985,57
27,2029 (SM4),C-ShortHistory,12-10-2021 14:00,56.0,57.5,58.0,57.86725663716814,56
27,2029 (SM4),C-ShortHistory,23-09-2021 16:00,58.0,59.5,59.5,59.49999999999999,57
27,2029 (SM4),C-ShortHistory,15-09-2021 23:00,50.0,53.0,51.0,51.2179176755448,51
27,2029 (SM4),C-ShortHistory,05-09-2021 14:00,58.0,61.5,57.0,60.31875000000001,57
27,2029 (SM4),C-ShortHistory,08-11-2021 00:00,64.0,51.0,65.0,52.05437627217214,64
27,2029 (SM4),C-ShortHistory,31-10-2021 16:00,55.0,57.0,58.0,57.815657715066,56
27,2029 (SM4),C-ShortHistory,08-09-2021 11:00,58.0,60.0,59.0,59.442307692307686,58
27,2029 (SM4),C-ShortHistory,27-10-2021 09:00,58.0,59.5,59.0,59.03002001334223,58
27,2029 (SM4),C-ShortHistory,30-10-2021 23:00,53.0,55.5,55.0,55.071125530321936,53
27,2029 (SM4),C-ShortHistory,18-10-2021 19:00,63.0,55.0,63.0,55.79941930800871,61
27,2029 (SM4),C-ShortHistory,08-10-2021 20:00,55.0,54.5,56.0,55.47837717342845,54
27,2029 (SM4),C-ShortHistory,27-10-2021 13:00,57.0,60.0,59.0,59.15463917525773,56
27,2029 (SM4),C-ShortHistory,20-10-2021 17:00,63.0,57.5,66.0,63.21615720524017,61
27,2029 (SM4),C-ShortHistory,14-09-2021 09:00,62.0,57.0,60.0,57.76610482567536,62
27,2029 (SM4),C-ShortHistory,20-10-2021 15:00,61.0,58.0,63.0,61.42594185446413,60
27,2029 (SM4),C-ShortHistory,12-10-2021 21:00,52.0,54.0,54.0,54.0,52
27,2029 (SM4),C-ShortHistory,11-10-2021 07:00,55.0,55.0,57.0,56.604743083003946,54
27,2029 (SM4),C-ShortHistory,29-09-2021 11:00,56.0,57.0,58.0,57.75067024128687,58
27,2029 (SM4),C-ShortHistory,05-09-2021 05:00,51.0,56.0,49.0,52.64125560538117,52
27,2029 (SM4),C-ShortHistory,17-10-2021 07:00,60.0,55.0,56.0,55.42036553524804,53
27,2029 (SM4),C-ShortHistory,16-10-2021 22:00,54.0,52.5,56.0,54.90196078431372,56
27,2029 (SM4),C-ShortHistory,03-11-2021 04:00,49.0,49.0,48.0,48.17234988880652,49
27,2029 (SM4),C-ShortHistory,28-09-2021 07:00,56.0,54.0,56.0,55.572745043284,54
27,2029 (SM4),C-ShortHistory,02-10-2021 10:00,56.0,56.5,58.0,57.09839715048975,55
27,2029 (SM4),C-ShortHistory,04-09-2021 18:00,60.0,63.0,58.0,62.23676012461059,60
27,2029 (SM4),C-ShortHistory,05-10-2021 11:00,58.0,57.0,61.0,58.93103448275862,57
27,2029 (SM4),C-ShortHistory,22-10-2021 09:00,63.0,58.0,65.0,61.337209302325576,63
27,2029 (SM4),C-ShortHistory,05-11-2021 01:00,49.0,50.5,49.0,49.69860484201888,50
27,2029 (SM4),C-ShortHistory,24-10-2021 21:00,53.0,59.0,56.0,56.61748036193696,52
27,2029 (SM4),C-ShortHistory,31-10-2021 08:00,55.0,57.0,57.0,57.0,54
27,2029 (SM4),C-ShortHistory,21-09-2021 17:00,57.0,59.0,58.5,58.63913298183948,56
27,2029 (SM4),C-ShortHistory,02-11-2021 20:00,56.0,55.0,56.0,55.74494283201407,56
27,2029 (SM4),C-ShortHistory,12-09-2021 16:00,57.0,59.0,59.0,58.99999999999999,56
27,2029 (SM4),C-ShortHistory,12-09-2021 09:00,56.0,57.5,58.0,57.85210060017148,55
27,2029 (SM4),C-ShortHistory,21-09-2021 16:00,56.0,59.5,59.0,59.213907674213466,56
27,2029 (SM4),C-ShortHistory,15-10-2021 18:00,63.0,56.0,65.0,60.426599749058965,63
27,2029 (SM4),C-ShortHistory,18-09-2021 23:00,54.0,53.0,55.0,53.79447852760737,53
27,2029 (SM4),C-ShortHistory,08-09-2021 20:00,57.0,59.0,57.0,57.643734643734646,56
27,2029 (SM4),C-ShortHistory,19-10-2021 01:00,63.0,51.5,58.0,53.874845165521094,60
27,2029 (SM4),C-ShortHistory,01-09-2021 23:00,61.0,,55.0,55.0,
27,2029 (SM4),C-ShortHistory,28-09-2021 12:00,58.0,57.5,58.5,58.28668773454473,58
27,2029 (SM4),C-ShortHistory,26-10-2021 08:00,56.0,57.5,57.0,57.03589789044496,56
27,2029 (SM4),C-ShortHistory,04-10-2021 04:00,51.0,48.5,52.5,50.86093783609378,50
27,2029 (SM4),C-ShortHistory,25-09-2021 00:00,57.0,51.0,59.0,57.738537239991054,55
27,2029 (SM4),C-ShortHistory,18-10-2021 15:00,61.0,58.0,63.0,60.12748789671866,61
27,2029 (SM4),C-ShortHistory,29-10-2021 05:00,51.0,52.0,53.0,52.714621947631656,50
27,2029 (SM4),C-ShortHistory,23-09-2021 12:00,56.0,58.5,58.5,58.5,56
27,2029 (SM4),C-ShortHistory,30-10-2021 05:00,49.0,51.5,50.0,50.31589673913043,50
27,2029 (SM4),C-ShortHistory,31-10-2021 22:00,50.0,55.5,52.0,52.467551744042225,52
27,2029 (SM4),C-ShortHistory,09-10-2021 11:00,58.0,58.0,59.0,58.466130884041334,57
27,2029 (SM4),C-ShortHistory,14-09-2021 22:00,58.0,53.0,53.0,53.0,55
27,2029 (SM4),C-ShortHistory,05-10-2021 21:00,55.0,54.0,56.0,54.93111638954869,55
27,2029 (SM4),C-ShortHistory,15-09-2021 13:00,57.0,58.0,57.0,57.29839326702372,59
27,2029 (SM4),C-ShortHistory,01-09-2021 06:00,55.0,,53.0,53.0,
27,2029 (SM4),C-ShortHistory,26-10-2021 10:00,56.0,60.0,58.0,58.15623767063836,56
27,2029 (SM4),C-ShortHistory,26-10-2021 05:00,49.0,55.0,49.0,50.36363636363637,48
27,2029 (SM4),C-ShortHistory,08-10-2021 21:00,54.0,54.5,57.0,55.140243902439025,55
27,2029 (SM4),C-ShortHistory,17-09-2021 13:00,59.0,57.5,59.0,58.01392007184553,59
27,2029 (SM4),C-ShortHistory,06-09-2021 15:00,59.0,60.0,59.0,59.676923076923075,58
27,2029 (SM4),C-ShortHistory,17-10-2021 03:00,51.0,47.5,51.0,50.24737177445047,50
27,2029 (SM4),C-ShortHistory,04-09-2021 11:00,60.0,61.0,58.0,60.42068965517241,57
27,2029 (SM4),C-ShortHistory,22-10-2021 04:00,60.0,51.5,63.0,59.1228813559322,60
27,2029 (SM4),C-ShortHistory,09-10-2021 21:00,57.0,54.5,61.0,57.75,55
27,2029 (SM4),C-ShortHistory,23-09-2021 08:00,57.0,56.5,58.0,57.83110925771476,56
27,2029 (SM4),C-ShortHistory,27-10-2021 05:00,51.0,55.0,52.0,52.50847457627119,49
27,2029 (SM4),C-ShortHistory,29-10-2021 00:00,55.0,56.0,56.0,56.00000000000001,55
27,2029 (SM4),C-ShortHistory,30-10-2021 22:00,53.0,57.0,55.0,55.27875763572227,53
27,2029 (SM4),C-ShortHistory,28-09-2021 15:00,58.0,58.0,60.0,59.6718322698268,58
27,2029 (SM4),C-ShortHistory,11-11-2021 07:00,55.0,55.5,56.0,55.96171967020023,55
27,2029 (SM4),C-ShortHistory,05-11-2021 04:00,50.0,49.0,50.0,49.06603773584906,49
27,2029 (SM4),C-ShortHistory,18-10-2021 20:00,63.0,54.5,63.0,56.12486432509876,61
27,2029 (SM4),C-ShortHistory,18-10-2021 02:00,62.0,48.0,56.0,51.66212534059945,56
27,2029 (SM4),C-ShortHistory,01-09-2021 01:00,57.0,,52.0,52.0,
27,2029 (SM4),C-ShortHistory,21-09-2021 22:00,51.0,53.5,52.0,52.28174037089872,52
27,2029 (SM4),C-ShortHistory,10-10-2021 01:00,53.0,51.5,55.0,53.949999999999996,52
27,2029 (SM4),C-ShortHistory,16-10-2021 12:00,58.0,57.5,60.0,58.52795820389721,60
27,2029 (SM4),C-ShortHistory,01-10-2021 15:00,57.0,57.5,60.0,58.3,58
27,2029 (SM4),C-ShortHistory,04-09-2021 23:00,56.0,62.0,54.0,61.76338028169015,57
27,2029 (SM4),C-ShortHistory,11-10-2021 09:00,56.0,56.5,60.0,59.34222737819026,57
27,2029 (SM4),C-ShortHistory,09-11-2021 15:00,56.0,57.0,59.0,58.455095862764885,56
27,2029 (SM4),C-ShortHistory,07-11-2021 20:00,62.0,55.5,60.0,56.71999856021885,59
27,2029 (SM4),C-ShortHistory,02-11-2021 08:00,57.0,57.0,59.0,58.8093676334939,55
27,2029 (SM4),C-ShortHistory,07-11-2021 23:00,66.0,53.0,64.0,53.751748502136394,61
27,2029 (SM4),C-ShortHistory,28-10-2021 22:00,57.0,57.0,59.0,58.80555722258897,57
27,2029 (SM4),C-ShortHistory,30-09-2021 09:00,57.0,57.0,59.0,58.42675159235669,57
27,2029 (SM4),C-ShortHistory,03-10-2021 17:00,57.0,58.0,59.0,58.27053140096619,58
27,2029 (SM4),C-ShortHistory,16-10-2021 07:00,54.0,55.0,53.0,54.426799007444174,54
27,2029 (SM4),C-ShortHistory,03-09-2021 07:00,66.0,59.0,58.0,58.925,
27,2029 (SM4),C-ShortHistory,18-10-2021 06:00,61.0,51.5,61.0,52.29770992366413,61
27,2029 (SM4),C-ShortHistory,04-11-2021 03:00,46.0,48.5,47.0,47.77586206896551,47
27,2029 (SM4),C-ShortHistory,04-11-2021 08:00,60.0,57.0,62.0,61.06184850590688,59
27,2029 (SM4),C-ShortHistory,24-09-2021 03:00,56.0,48.5,54.5,49.863980470678584,54
27,2029 (SM4),C-ShortHistory,16-09-2021 09:00,56.0,58.0,58.0,58.0,56
27,2029 (SM4),C-ShortHistory,19-09-2021 17:00,61.0,58.5,61.0,58.74616368286445,60
27,2029 (SM4),C-ShortHistory,05-11-2021 12:00,57.0,56.0,60.0,59.373913043478254,57
27,2029 (SM4),C-ShortHistory,28-10-2021 12:00,56.0,57.5,59.0,58.843717112186916,57
27,2029 (SM4),C-ShortHistory,18-09-2021 20:00,55.0,55.0,56.0,55.34373565855898,56
27,2029 (SM4),C-ShortHistory,21-10-2021 14:00,58.0,58.5,59.0,58.91006744941294,57
27,2029 (SM4),C-ShortHistory,13-10-2021 22:00,51.0,54.0,53.0,53.28662420382165,52
27,2029 (SM4),C-ShortHistory,07-09-2021 11:00,59.0,60.5,58.0,58.85078534031413,57
27,2029 (SM4),C-ShortHistory,27-09-2021 18:00,57.0,57.0,59.0,58.24791086350976,57
27,2029 (SM4),C-ShortHistory,25-09-2021 16:00,59.0,57.5,58.0,57.72487772343264,58
27,2029 (SM4),C-ShortHistory,06-11-2021 13:00,58.0,57.5,61.0,58.67313019390582,55
27,2029 (SM4),C-ShortHistory,26-09-2021 16:00,57.0,58.5,58.0,58.27165080102159,58
27,2029 (SM4),C-ShortHistory,10-09-2021 00:00,51.0,54.0,51.0,51.12040133779264,52
27,2029 (SM4),C-ShortHistory,28-10-2021 01:00,58.0,53.0,54.0,53.84086104170671,64
27,2029 (SM4),C-ShortHistory,24-10-2021 03:00,56.0,53.0,55.0,54.47436513510516,56
27,2029 (SM4),C-ShortHistory,30-10-2021 20:00,53.0,57.0,55.0,55.319273199221286,53
27,2029 (SM4),C-ShortHistory,11-11-2021 06:00,52.0,52.5,54.0,53.82047872340426,52
27,2029 (SM4),C-ShortHistory,14-10-2021 05:00,49.0,50.0,50.0,50.0,49
27,2029 (SM4),C-ShortHistory,17-10-2021 23:00,60.0,53.0,57.0,56.18256130790191,56
27,2029 (SM4),C-ShortHistory,15-09-2021 08:00,61.0,58.0,60.0,59.1175846708619,60
27,2029 (SM4),C-ShortHistory,04-10-2021 17:00,57.0,57.5,59.5,58.241721854304636,57
27,2029 (SM4),C-ShortHistory,08-09-2021 13:00,59.0,58.0,60.0,59.657458563535904,58
27,2029 (SM4),C-ShortHistory,07-10-2021 14:00,57.0,58.0,58.0,58.0,57
27,2029 (SM4),C-ShortHistory,02-11-2021 21:00,54.0,54.5,56.0,55.67454194792671,55
27,2029 (SM4),C-ShortHistory,10-11-2021 06:00,54.0,52.0,59.0,56.3163771712159,54
27,2029 (SM4),C-ShortHistory,01-10-2021 19:00,56.0,55.0,57.5,56.38121546961326,56
27,2029 (SM4),C-ShortHistory,21-09-2021 00:00,48.0,52.5,49.0,49.37820801440793,51
27,2029 (SM4),C-ShortHistory,19-10-2021 02:00,60.0,50.0,58.0,52.609318996415766,61
27,2029 (SM4),C-ShortHistory,07-11-2021 01:00,48.0,50.5,50.0,50.08788732394366,50
27,2029 (SM4),C-ShortHistory,21-09-2021 01:00,48.0,50.5,48.0,48.5387134255836,48
27,2029 (SM4),C-ShortHistory,30-10-2021 16:00,56.0,57.5,58.0,57.91148433953699,57
27,2029 (SM4),C-ShortHistory,01-09-2021 14:00,61.0,,60.0,60.0,
27,2029 (SM4),C-ShortHistory,03-09-2021 11:00,63.0,61.0,58.0,60.88669064748201,
27,2029 (SM4),C-ShortHistory,26-09-2021 05:00,54.0,50.0,51.0,50.30111832508651,57
27,2029 (SM4),C-ShortHistory,22-10-2021 16:00,62.0,58.0,63.0,59.96896217264792,61
27,2029 (SM4),C-ShortHistory,02-11-2021 10:00,57.0,56.5,58.0,57.86918604651163,56
27,2029 (SM4),C-ShortHistory,07-10-2021 22:00,52.0,53.0,54.0,53.49438202247192,52
27,2029 (SM4),C-ShortHistory,03-09-2021 04:00,60.0,54.5,52.0,53.13816834303864,
27,2029 (SM4),C-ShortHistory,02-09-2021 02:00,61.0,55.0,50.0,51.800731261425966,
27,2029 (SM4),C-ShortHistory,10-10-2021 14:00,56.0,58.0,58.0,58.0,56
27,2029 (SM4),C-ShortHistory,26-09-2021 12:00,57.0,57.5,57.5,57.49999999999999,56
27,2029 (SM4),C-ShortHistory,17-10-2021 16:00,61.0,57.0,58.0,57.32941176470589,63
27,2029 (SM4),C-ShortHistory,07-11-2021 17:00,60.0,57.5,63.0,60.51693002257336,59
27,2029 (SM4),C-ShortHistory,09-09-2021 04:00,47.0,51.0,48.0,48.132434089515634,48
27,2029 (SM4),C-ShortHistory,24-09-2021 22:00,55.0,52.5,57.0,56.49568321434501,53
27,2029 (SM4),C-ShortHistory,16-10-2021 06:00,53.0,51.5,53.0,52.020932915773855,53
27,2029 (SM4),C-ShortHistory,07-09-2021 16:00,59.0,61.0,59.0,59.94117647058823,59
27,2029 (SM4),C-ShortHistory,26-10-2021 12:00,56.0,59.5,59.0,59.076586433260395,57
27,2029 (SM4),C-ShortHistory,04-11-2021 16:00,56.0,57.0,57.0,57.00000000000001,56
27,2029 (SM4),C-ShortHistory,20-09-2021 13:00,61.0,57.5,61.0,58.5366386951897,63
27,2029 (SM4),C-ShortHistory,20-10-2021 00:00,53.0,52.0,53.0,52.77649006622516,52
